Event_ID,Timestamp,User_ID,Username,IP_Address,Device_Type,Operating_System,Browser,Location,Country,Authentication_Method,Login_Status,Failure_Reason,Account_Status,Login_Hour,Is_Night_Login,Session_ID,User_Failed_Login_Count,IP_Failed_Login_Count,Users_Per_IP,Locations_Per_User,Risk_Score,Risk_Level
EVT_104598,2026-08-04 07:40:26,USR_1155,user_1155,192.168.1.124,Laptop,macOS,Chrome,Singapore,Singapore,Biometric,Success,,Active,7,No,06280C85-1998-450E,11,9.0,3,1,0,Low
EVT_104599,2026-08-04 07:41:32,USR_1057,user_1057,192.168.1.28,Laptop,macOS,Safari,Sydney,Australia,SSO,Success,,Active,7,No,E58B95A3-31D9-415D,15,10.0,3,2,15,Low
EVT_104600,2026-08-04 07:42:06,USR_1099,user_1099,198.51.100.42,Desktop,Windows,Chrome,Singapore,Singapore,SSO,Failed,Incorrect Password,Active,7,No,3C3E3AAD-3553-4BD2,13,105.0,116,2,75,Critical
EVT_104601,2026-08-04 07:42:34,USR_1194,user_1194,192.168.1.139,Mobile,iOS,Edge,London,UK,SSO,Success,,Active,7,No,965F84EE-B314-41D7,10,12.0,3,2,0,Low
EVT_104602,2026-08-04 07:44:05,USR_1044,user_1044,192.168.1.247,Mobile,iOS,Safari,London,UK,SSO,Success,,Active,7,No,8F4DAC72-9AC9-4E32,7,11.0,4,1,0,Low
EVT_104603,2026-08-04 07:46:04,USR_1068,user_1068,10.0.0.216,Desktop,Linux,Safari,London,UK,Password,Success,,Active,7,No,FAE60929-DFA3-487B,8,11.0,3,3,0,Low
EVT_104604,2026-08-04 07:47:45,USR_1165,user_1165,10.0.0.207,Desktop,macOS,Safari,Toronto,Canada,MFA,Success,,Active,7,No,392EB86A-1A8E-45B2,11,6.0,2,4,10,Low
EVT_104605,2026-08-04 07:49:42,USR_1125,user_1125,10.0.0.98,Mobile,Android,Chrome,Dubai,UAE,Password,Failed,MFA Failed,Active,7,No,20BFF133-3051-4504,10,3.0,1,3,30,Medium
EVT_104606,2026-08-04 07:51:06,USR_1024,user_1024,10.0.0.78,Desktop,Linux,Safari,Sydney,Australia,MFA,Success,,Active,7,No,16B8D76F-FA79-483E,7,14.0,3,2,0,Low
EVT_104607,2026-08-04 07:51:34,USR_1186,user_1186,10.0.0.165,Desktop,Windows,Safari,Sydney,Australia,Biometric,Success,,Active,7,No,4FB23D00-4A15-4AF2,8,9.0,2,1,0,Low
EVT_104608,2026-08-04 07:52:49,USR_1176,user_1176,10.0.0.64,Tablet,Android,Chrome,Toronto,Canada,Biometric,Success,,Active,7,No,C3D325AF-F07C-415B,9,12.0,4,4,10,Low
EVT_104609,2026-08-04 07:53:54,USR_1051,user_1051,10.0.0.181,Mobile,iOS,Safari,Berlin,Germany,Biometric,Success,,Active,7,No,73E53D94-1EAD-42ED,9,10.0,3,3,0,Low
EVT_104610,2026-08-04 07:55:28,USR_1234,user_1234,192.168.1.230,Tablet,iOS,Firefox,Berlin,Germany,Biometric,Success,,Active,7,No,C75282C8-D810-43F9,12,7.0,2,2,15,Low
EVT_104611,2026-08-04 07:55:39,USR_1043,user_1043,10.0.0.135,Desktop,Windows,Edge,Dubai,UAE,SSO,Success,,Active,7,No,D72B8DF9-4FC8-4D3F,14,8.0,1,1,15,Low
EVT_104612,2026-08-04 07:56:47,USR_1168,user_1168,10.0.0.201,Laptop,macOS,Safari,Toronto,Canada,Biometric,Success,,Active,7,No,B2097024-C748-4A3D,6,4.0,2,1,0,Low
EVT_104613,2026-08-04 07:57:58,USR_1113,user_1113,10.0.0.55,Mobile,iOS,Firefox,Toronto,Canada,Biometric,Success,,Active,7,No,8EE4D2CA-BA51-42B8,14,13.0,4,3,15,Low
EVT_104614,2026-08-04 07:59:38,USR_1020,user_1020,10.0.0.53,Laptop,macOS,Edge,Dubai,UAE,Biometric,Success,,Active,7,No,E4FA1374-47B4-4C4B,9,1.0,1,3,0,Low
EVT_104615,2026-08-04 08:00:15,USR_1221,user_1221,10.0.0.55,Mobile,Android,Edge,Mumbai,India,Biometric,Success,,Active,8,No,FAE86003-55FB-4B18,7,13.0,4,2,0,Low
EVT_104616,2026-08-04 08:01:06,USR_1061,user_1061,10.0.0.34,Tablet,iOS,Edge,Mumbai,India,Password,Success,,Active,8,No,29FEB181-DAC0-4C74,15,9.0,2,2,15,Low
EVT_104617,2026-08-04 08:01:45,USR_1173,user_1173,10.0.0.154,Desktop,macOS,Edge,Toronto,Canada,Biometric,Success,,Active,8,No,0A6CF3F1-03B4-4C20,11,7.0,1,1,0,Low
EVT_104618,2026-08-04 08:01:53,USR_1060,user_1060,10.0.0.131,Tablet,iOS,Firefox,Mumbai,India,Password,Success,,Active,8,No,E38CA1DA-BE97-4B48,5,10.0,2,2,0,Low
EVT_104619,2026-08-04 08:02:59,USR_1134,user_1134,192.168.1.42,Tablet,iOS,Edge,Singapore,Singapore,MFA,Success,,Active,8,No,6E05DB7E-6B93-4B76,15,5.0,2,3,15,Low
EVT_104620,2026-08-04 08:04:12,USR_1095,user_1095,10.0.0.39,Desktop,Linux,Edge,Tokyo,Japan,MFA,Failed,Incorrect Password,Active,8,No,AD0802E7-A91A-48B6,4,4.0,1,1,30,Medium
EVT_104621,2026-08-04 08:05:33,USR_1097,user_1097,10.0.0.193,Mobile,Android,Firefox,Dubai,UAE,Password,Success,,Active,8,No,E0DC85C5-4FC6-47B5,8,8.0,2,3,0,Low
EVT_104622,2026-08-04 08:06:36,USR_1053,user_1053,192.168.1.73,Desktop,macOS,Chrome,London,UK,Biometric,Success,,Disabled,8,No,A8B34C86-36D2-4BB8,7,10.0,3,3,0,Low
EVT_104623,2026-08-04 08:08:33,USR_1098,user_1098,192.168.1.185,Mobile,Android,Firefox,Mumbai,India,Password,Success,,Active,8,No,ECC547AB-2888-490E,7,2.0,1,2,0,Low
EVT_104624,2026-08-04 08:08:43,USR_1205,user_1205,192.168.1.97,Mobile,iOS,Firefox,Berlin,Germany,MFA,Success,,Active,8,No,0B59AFA7-607F-445B,15,12.0,2,2,15,Low
EVT_104625,2026-08-04 08:09:45,USR_1161,user_1161,10.0.0.69,Tablet,Android,Edge,Tokyo,Japan,Biometric,Success,,Active,8,No,85511531-F250-434E,8,9.0,3,4,10,Low
EVT_104626,2026-08-04 08:10:49,USR_1071,user_1071,10.0.0.134,Tablet,iOS,Safari,Tokyo,Japan,SSO,Success,,Active,8,No,DAC07EC4-2D9C-4600,5,7.0,3,1,0,Low
EVT_104627,2026-08-04 08:11:25,USR_1055,user_1055,192.168.1.66,Desktop,macOS,Edge,Dubai,UAE,SSO,Success,,Active,8,No,9130923F-2983-4A83,11,11.0,5,1,10,Low
EVT_104628,2026-08-04 08:12:12,USR_1152,user_1152,192.168.1.44,Tablet,Android,Firefox,Paris,France,Password,Success,,Active,8,No,FD88CB43-2A11-4CF9,11,4.0,1,3,0,Low
EVT_104629,2026-08-04 08:12:28,USR_1005,user_1005,192.168.1.60,Tablet,iOS,Safari,Singapore,Singapore,Password,Success,,Active,8,No,E46F8F0C-3C39-4988,11,2.0,1,4,10,Low
EVT_104630,2026-08-04 08:13:41,USR_1028,user_1028,10.0.0.153,Mobile,Android,Safari,Mumbai,India,Biometric,Success,,Active,8,No,0422D448-6710-45A5,14,5.0,1,3,15,Low
EVT_104631,2026-08-04 08:14:19,USR_1151,user_1151,10.0.0.73,Desktop,macOS,Safari,New York,USA,MFA,Success,,Active,8,No,74DD6E6F-19AC-4550,9,4.0,1,1,0,Low
EVT_104632,2026-08-04 08:14:54,USR_1220,user_1220,192.168.1.223,Mobile,iOS,Chrome,London,UK,Biometric,Success,,Active,8,No,FEB82739-FB94-4872,12,17.0,4,1,35,Medium
EVT_104633,2026-08-04 08:16:52,USR_1082,user_1082,10.0.0.237,Laptop,Linux,Firefox,Toronto,Canada,Biometric,Success,,Active,8,No,D28EB1EB-2D4F-442C,6,2.0,1,3,0,Low
EVT_104634,2026-08-04 08:17:57,USR_1135,user_1135,192.168.1.183,Laptop,macOS,Chrome,Toronto,Canada,Biometric,Success,,Active,8,No,F1AE8F04-AC80-4D05,8,3.0,1,3,0,Low
EVT_104635,2026-08-04 08:19:40,USR_1164,user_1164,192.168.1.25,Tablet,iOS,Chrome,Toronto,Canada,MFA,Failed,MFA Failed,Active,8,No,C1B22E95-3D23-4B38,10,6.0,2,4,40,Medium
EVT_104636,2026-08-04 08:20:36,USR_1220,user_1220,10.0.0.59,Mobile,iOS,Safari,London,UK,SSO,Success,,Active,8,No,D9276175-C76E-44B9,12,18.0,3,1,35,Medium
EVT_104637,2026-08-04 08:20:51,USR_1162,user_1162,192.168.1.190,Desktop,Windows,Edge,Tokyo,Japan,MFA,Success,,Active,8,No,52DF3B19-ACA8-43C2,10,5.0,2,3,0,Low
EVT_104638,2026-08-04 08:21:47,USR_1236,user_1236,192.168.1.199,Laptop,Windows,Chrome,Dubai,UAE,MFA,Success,,Active,8,No,C72BFED9-D146-4AF8,10,8.0,1,2,0,Low
EVT_104639,2026-08-04 08:22:51,USR_1064,user_1064,10.0.0.196,Mobile,iOS,Chrome,New York,USA,MFA,Success,,Active,8,No,50582280-C93D-4994,10,4.0,1,3,0,Low
EVT_104640,2026-08-04 08:23:27,USR_1127,user_1127,203.0.113.115,Laptop,Linux,Safari,Toronto,Canada,Password,Failed,Incorrect Password,Active,8,No,6D33ECA4-05D1-4535,17,113.0,125,3,75,Critical
EVT_104641,2026-08-04 08:24:36,USR_1199,user_1199,192.168.1.121,Mobile,iOS,Chrome,Paris,France,Password,Success,,Active,8,No,3CB6D260-A6D6-4D3D,9,10.0,3,2,0,Low
EVT_104642,2026-08-04 08:26:17,USR_1103,user_1103,10.0.0.119,Desktop,Windows,Chrome,Singapore,Singapore,SSO,Success,,Active,8,No,4944F08E-34A6-4041,12,11.0,3,4,25,Medium
EVT_104643,2026-08-04 08:27:25,USR_1009,user_1009,10.0.0.96,Desktop,Linux,Edge,Mumbai,India,Biometric,Success,,Active,8,No,4B271384-C738-4D3B,5,3.0,1,1,0,Low
EVT_104644,2026-08-04 08:29:03,USR_1068,user_1068,192.168.1.123,Desktop,Windows,Edge,London,UK,Biometric,Success,,Active,8,No,CF0DF135-9382-4D7B,8,7.0,2,3,0,Low
EVT_104645,2026-08-04 08:30:46,USR_1089,user_1089,10.0.0.64,Mobile,Android,Safari,London,UK,Biometric,Success,,Active,8,No,F664033F-9007-404C,7,12.0,4,1,0,Low
EVT_104646,2026-08-04 08:32:19,USR_1173,user_1173,192.168.1.161,Desktop,macOS,Firefox,Toronto,Canada,MFA,Success,,Active,8,No,EE5DC4B6-506E-4993,11,3.0,1,1,0,Low
EVT_104647,2026-08-04 08:33:29,USR_1014,user_1014,192.168.1.59,Desktop,Windows,Chrome,Dubai,UAE,SSO,Success,,Active,8,No,A820C926-9D59-4F28,10,6.0,1,2,0,Low
EVT_104648,2026-08-04 08:35:18,USR_1129,user_1129,192.168.1.143,Laptop,Linux,Safari,New York,USA,Biometric,Success,,Active,8,No,2AEA61DB-C7CD-4376,9,3.0,1,2,0,Low
EVT_104649,2026-08-04 08:35:33,USR_1109,user_1109,10.0.0.36,Mobile,iOS,Firefox,Mumbai,India,Biometric,Success,,Active,8,No,87651FF6-29B3-4C41,12,4.0,1,2,15,Low
EVT_104650,2026-08-04 08:37:31,USR_1010,user_1010,45.23.128.170,Mobile,Android,Chrome,New York,USA,MFA,Failed,Incorrect Password,Active,8,No,2EA7550C-7D30-41FF,10,1.0,1,3,30,Medium
EVT_104651,2026-08-04 08:38:31,USR_1001,user_1001,10.0.0.45,Desktop,Windows,Safari,Mumbai,India,Password,Success,,Active,8,No,97820752-4008-4098,9,6.0,3,2,0,Low
EVT_104652,2026-08-04 08:39:22,USR_1040,user_1040,192.168.1.225,Laptop,Linux,Chrome,Berlin,Germany,MFA,Success,,Active,8,No,3C0B28CE-D65C-42D6,9,4.0,1,2,0,Low
EVT_104653,2026-08-04 08:40:43,USR_1168,user_1168,10.0.0.201,Laptop,macOS,Edge,Toronto,Canada,MFA,Success,,Active,8,No,11EFDF12-CB8F-4C93,6,4.0,2,1,0,Low
EVT_104654,2026-08-04 08:42:04,USR_1210,user_1210,192.168.1.212,Desktop,Windows,Firefox,Paris,France,SSO,Success,,Active,8,No,CD1E82FD-EC9F-455A,7,4.0,1,2,0,Low
EVT_104655,2026-08-04 08:42:09,USR_1062,user_1062,192.168.1.118,Tablet,iOS,Chrome,Sydney,Australia,Biometric,Success,,Active,8,No,EC7C98EB-9D93-414A,7,4.0,2,1,0,Low
EVT_104656,2026-08-04 08:43:55,USR_1215,user_1215,192.168.1.189,Mobile,Android,Safari,Sydney,Australia,MFA,Success,,Active,8,No,95A6B8A8-1D9C-4DD8,13,7.0,2,2,15,Low
EVT_104657,2026-08-04 08:44:03,USR_1030,user_1030,192.168.1.66,Tablet,iOS,Edge,Sydney,Australia,Password,Success,,Active,8,No,ADE0C05B-6081-4B59,7,11.0,5,1,10,Low
EVT_104658,2026-08-04 08:44:49,USR_1001,user_1001,192.168.1.67,Desktop,macOS,Edge,Mumbai,India,MFA,Success,,Active,8,No,FEE59E7A-73F2-4384,9,10.0,3,2,0,Low
EVT_104659,2026-08-04 08:46:02,USR_1035,user_1035,192.168.1.230,Desktop,Linux,Safari,Singapore,Singapore,MFA,Success,,Active,8,No,1CF0BAA6-74F8-4716,11,7.0,2,1,0,Low
EVT_104660,2026-08-04 08:46:14,USR_1077,user_1077,192.168.1.158,Desktop,Linux,Chrome,New York,USA,MFA,Success,,Active,8,No,CC15B36D-8A52-440C,8,4.0,1,1,0,Low
EVT_104661,2026-08-04 08:46:26,USR_1232,user_1232,10.0.0.212,Laptop,macOS,Firefox,Dubai,UAE,SSO,Success,,Active,8,No,FDC0D952-D9E5-45D9,9,10.0,2,1,0,Low
EVT_104662,2026-08-04 08:47:37,USR_1091,user_1091,10.0.0.82,Laptop,macOS,Safari,Mumbai,India,MFA,Success,,Active,8,No,A6258842-507F-4646,4,2.0,1,4,10,Low
EVT_104663,2026-08-04 08:48:49,USR_1240,user_1240,192.168.1.130,Desktop,macOS,Firefox,Dubai,UAE,Biometric,Success,,Active,8,No,0DBEDB9C-C6D4-419E,10,5.0,1,3,0,Low
EVT_104664,2026-08-04 08:50:40,USR_1026,user_1026,10.0.0.137,Tablet,Android,Edge,Mumbai,India,SSO,Success,,Active,8,No,CD83975A-1D07-4F8C,13,5.0,1,2,15,Low
EVT_104665,2026-08-04 08:52:11,USR_1048,user_1048,192.168.1.150,Mobile,iOS,Firefox,Paris,France,MFA,Failed,MFA Failed,Active,8,No,EFD63B98-33FB-4F86,8,4.0,1,2,30,Medium
EVT_104666,2026-08-04 08:52:28,USR_1129,user_1129,10.0.0.246,Laptop,Windows,Firefox,New York,USA,Biometric,Success,,Active,8,No,9D9C8A09-700C-49B5,9,9.0,2,2,0,Low
EVT_104667,2026-08-04 08:54:00,USR_1107,user_1107,192.168.1.20,Mobile,iOS,Firefox,Tokyo,Japan,Password,Success,,Active,8,No,240FBCD6-C0BE-4EAE,11,3.0,1,3,0,Low
EVT_104668,2026-08-04 08:55:10,USR_1031,user_1031,10.0.0.22,Desktop,Linux,Firefox,London,UK,Biometric,Success,,Active,8,No,67E3A8A7-93CA-4654,9,10.0,3,2,0,Low
EVT_104669,2026-08-04 08:56:19,USR_1116,user_1116,10.0.0.19,Tablet,Android,Firefox,Toronto,Canada,Password,Success,,Active,8,No,A8EF84BE-2783-4087,9,4.0,2,4,10,Low
EVT_104670,2026-08-04 08:58:01,USR_1075,user_1075,10.0.0.188,Tablet,Android,Firefox,Berlin,Germany,Password,Success,,Active,8,No,C0F56464-C24B-43DF,10,12.0,3,1,0,Low
EVT_104671,2026-08-04 08:58:23,USR_1167,user_1167,10.0.0.202,Tablet,iOS,Safari,Sydney,Australia,Biometric,Success,,Active,8,No,1C4BEE7E-0C0B-4C1C,6,10.0,3,1,0,Low
EVT_104672,2026-08-04 08:59:10,USR_1006,user_1006,10.0.0.160,Mobile,iOS,Firefox,Mumbai,India,Biometric,Success,,Active,8,No,B7807BB6-0666-44F1,10,15.0,4,1,20,Low
EVT_104673,2026-08-04 09:00:31,USR_1178,user_1178,192.168.1.202,Tablet,iOS,Firefox,Berlin,Germany,Password,Success,,Active,9,No,D2BC0E85-B88F-4559,12,14.0,2,2,15,Low
EVT_104674,2026-08-04 09:01:40,USR_1193,user_1193,192.168.1.146,Mobile,Android,Safari,Sydney,Australia,SSO,Success,,Active,9,No,C2C6E3C9-6F12-4591,12,5.0,1,4,25,Medium
EVT_104675,2026-08-04 09:02:23,USR_1114,user_1114,10.0.0.181,Laptop,Linux,Safari,Toronto,Canada,SSO,Success,,Active,9,No,11FC1D70-1CB7-436B,13,10.0,3,2,15,Low
EVT_104676,2026-08-04 09:03:41,USR_1223,user_1223,192.168.1.21,Mobile,iOS,Firefox,Berlin,Germany,Password,Success,,Active,9,No,11C047DE-B55A-42C5,15,9.0,2,2,15,Low
EVT_104677,2026-08-04 09:04:51,USR_1114,user_1114,192.168.1.215,Laptop,macOS,Edge,Toronto,Canada,SSO,Success,,Active,9,No,A528787D-FB4C-43D2,13,9.0,2,2,15,Low
EVT_104678,2026-08-04 09:06:14,USR_1009,user_1009,192.168.1.205,Desktop,macOS,Chrome,Mumbai,India,Biometric,Success,,Active,9,No,8DFE216A-C60C-44DE,5,4.0,2,1,0,Low
EVT_104679,2026-08-04 09:08:13,USR_1093,user_1093,10.0.0.177,Desktop,Linux,Firefox,Dubai,UAE,SSO,Success,,Active,9,No,7B96CE82-DDFE-4A3F,7,16.0,2,1,20,Low
EVT_104680,2026-08-04 09:08:51,USR_1236,user_1236,192.0.2.8,Laptop,macOS,Safari,Dubai,UAE,MFA,Success,,Active,9,No,B500023D-7263-4786,10,98.0,111,2,30,Medium
EVT_104681,2026-08-04 09:10:36,USR_1107,user_1107,10.0.0.88,Mobile,Android,Edge,Tokyo,Japan,Biometric,Success,,Active,9,No,9B601A4F-DE33-443C,11,3.0,1,3,0,Low
EVT_104682,2026-08-04 09:11:09,USR_1087,user_1087,192.168.1.127,Desktop,Windows,Safari,Berlin,Germany,SSO,Success,,Active,9,No,447B4C2E-0AA1-469E,11,11.0,2,1,0,Low
EVT_104683,2026-08-04 09:12:33,USR_1187,user_1187,192.168.1.89,Desktop,macOS,Firefox,Tokyo,Japan,Password,Success,,Active,9,No,B60D0EA1-DBB3-4266,7,3.0,1,2,0,Low
EVT_104684,2026-08-04 09:14:17,USR_1039,user_1039,10.0.0.55,Desktop,Windows,Safari,Singapore,Singapore,SSO,Success,,Active,9,No,D3F14F64-B6D5-4F48,9,13.0,4,2,0,Low
EVT_104685,2026-08-04 09:16:05,USR_1016,user_1016,10.0.0.69,Desktop,macOS,Chrome,London,UK,MFA,Success,,Active,9,No,264F03E8-B771-4AF3,11,9.0,3,4,10,Low
EVT_104686,2026-08-04 09:17:13,USR_1232,user_1232,192.168.1.162,Laptop,Windows,Firefox,Dubai,UAE,Biometric,Success,,Active,9,No,2453F316-61DF-43EA,9,14.0,3,1,0,Low
EVT_104687,2026-08-04 09:18:01,USR_1142,user_1142,192.168.1.219,Laptop,macOS,Firefox,London,UK,Biometric,Success,,Active,9,No,5E17BEF1-D287-41EF,11,5.0,1,1,0,Low
EVT_104688,2026-08-04 09:18:49,USR_1227,user_1227,10.0.0.74,Tablet,iOS,Edge,Tokyo,Japan,Password,Success,,Active,9,No,9E9CB2A9-7B97-4537,11,8.0,2,2,0,Low
EVT_104689,2026-08-04 09:20:05,USR_1244,user_1244,192.168.1.39,Laptop,Windows,Firefox,Toronto,Canada,SSO,Success,,Active,9,No,06C2DD16-F952-4292,9,4.0,1,2,0,Low
EVT_104690,2026-08-04 09:22:00,USR_1195,user_1195,10.0.0.117,Tablet,iOS,Chrome,New York,USA,Biometric,Success,,Active,9,No,22050C2B-E0BF-454C,13,3.0,1,4,25,Medium
EVT_104691,2026-08-04 09:22:43,USR_1205,user_1205,192.168.1.97,Mobile,Android,Safari,Berlin,Germany,Password,Success,,Active,9,No,F79E1669-5C6E-460A,15,12.0,2,2,15,Low
EVT_104692,2026-08-04 09:22:58,USR_1121,user_1121,192.168.1.99,Tablet,iOS,Firefox,Berlin,Germany,SSO,Success,,Active,9,No,23170B3F-80B4-4D5D,6,1.0,1,1,0,Low
EVT_104693,2026-08-04 09:24:41,USR_1040,user_1040,192.168.1.225,Laptop,Linux,Safari,Berlin,Germany,MFA,Success,,Active,9,No,2FAC13D8-B171-4F5E,9,4.0,1,2,0,Low
EVT_104694,2026-08-04 09:25:57,USR_1098,user_1098,192.168.1.185,Mobile,Android,Chrome,Mumbai,India,SSO,Success,,Active,9,No,C7830F04-F459-4E0A,7,2.0,1,2,0,Low
EVT_104695,2026-08-04 09:27:15,USR_1244,user_1244,10.0.0.149,Laptop,Linux,Chrome,Toronto,Canada,Password,Failed,Incorrect Password,Active,9,No,7903EAF1-356D-47AB,9,5.0,2,2,30,Medium
EVT_104696,2026-08-04 09:29:01,USR_1195,user_1195,192.168.1.227,Tablet,Android,Chrome,New York,USA,Password,Success,,Active,9,No,5C6743D9-7AC2-45C8,13,6.0,1,4,25,Medium
EVT_104697,2026-08-04 09:29:32,USR_1044,user_1044,192.168.1.247,Mobile,Android,Safari,London,UK,Biometric,Success,,Active,9,No,98B1D142-8DF8-466F,7,11.0,4,1,0,Low
EVT_104698,2026-08-04 09:30:55,USR_1181,user_1181,192.168.1.67,Desktop,Linux,Edge,Sydney,Australia,MFA,Success,,Active,9,No,84E1F6E8-D269-454C,9,10.0,3,5,10,Low
EVT_104699,2026-08-04 09:31:55,USR_1062,user_1062,10.0.0.115,Tablet,Android,Edge,Sydney,Australia,Password,Success,,Active,9,No,44356EC4-CE45-4025,7,4.0,1,1,0,Low
EVT_104700,2026-08-04 09:33:53,USR_1060,user_1060,10.0.0.131,Tablet,Android,Chrome,Mumbai,India,MFA,Success,,Active,9,No,7EB9005B-1990-4485,5,10.0,2,2,0,Low
EVT_104701,2026-08-04 09:34:34,USR_1243,user_1243,10.0.0.212,Laptop,Linux,Chrome,Berlin,Germany,SSO,Success,,Active,9,No,8A0F27E3-6D63-492D,8,10.0,2,1,0,Low
EVT_104702,2026-08-04 09:35:34,USR_1103,user_1103,192.168.1.190,Desktop,Linux,Firefox,Singapore,Singapore,MFA,Success,,Active,9,No,2A3A6466-2284-405F,12,5.0,2,4,25,Medium
EVT_104703,2026-08-04 09:36:48,USR_1059,user_1059,10.0.0.195,Tablet,Android,Edge,Singapore,Singapore,Biometric,Success,,Active,9,No,0AF95794-1F2A-4621,9,4.0,1,2,0,Low
EVT_104704,2026-08-04 09:38:31,USR_1103,user_1103,10.0.0.119,Desktop,macOS,Safari,Singapore,Singapore,Biometric,Success,,Active,9,No,F9F8DDAC-B90C-4574,12,11.0,3,4,25,Medium
EVT_104705,2026-08-04 09:40:20,USR_1105,user_1105,10.0.0.223,Mobile,iOS,Chrome,Singapore,Singapore,Biometric,Success,,Active,9,No,DABC6FD6-C6BA-41BC,8,3.0,1,3,0,Low
EVT_104706,2026-08-04 09:41:36,USR_1049,user_1049,192.168.1.233,Tablet,iOS,Safari,Singapore,Singapore,SSO,Success,,Active,9,No,AF86A930-97D1-465A,13,18.0,3,3,35,Medium
EVT_104707,2026-08-04 09:42:57,USR_1200,user_1200,10.0.0.72,Desktop,Linux,Chrome,Sydney,Australia,SSO,Success,,Active,9,No,F9304BA9-06A1-4C81,11,3.0,1,1,0,Low
EVT_104708,2026-08-04 09:44:51,USR_1077,user_1077,10.0.0.198,Desktop,Linux,Edge,New York,USA,Biometric,Success,,Active,9,No,B8673AD2-EBE7-445E,8,3.0,1,1,0,Low
EVT_104709,2026-08-04 09:45:53,USR_1169,user_1169,192.168.1.66,Tablet,iOS,Firefox,Paris,France,SSO,Success,,Active,9,No,E34AB126-C1EC-4DAA,9,11.0,5,3,10,Low
EVT_104710,2026-08-04 09:46:25,USR_1203,user_1203,10.0.0.136,Mobile,Android,Chrome,Sydney,Australia,Biometric,Failed,MFA Failed,Active,9,No,5090D362-EEA0-4059,12,6.0,1,2,45,Medium
EVT_104711,2026-08-04 09:47:21,USR_1079,user_1079,192.168.1.245,Laptop,Windows,Firefox,Singapore,Singapore,Password,Success,,Active,9,No,933916D1-3E47-4431,12,7.0,1,1,15,Low
EVT_104712,2026-08-04 09:48:46,USR_1096,user_1096,192.168.1.49,Mobile,iOS,Firefox,Singapore,Singapore,SSO,Success,,Active,9,No,39255976-6366-459A,11,2.0,1,2,0,Low
EVT_104713,2026-08-04 09:50:16,USR_1206,user_1206,192.168.1.12,Laptop,Windows,Edge,Singapore,Singapore,MFA,Success,,Active,9,No,16939863-ACF5-4253,13,5.0,1,3,15,Low
EVT_104714,2026-08-04 09:52:02,USR_1037,user_1037,192.168.1.85,Laptop,Linux,Edge,London,UK,Biometric,Success,,Active,9,No,2931D6BF-CF8A-4A72,9,5.0,1,3,0,Low
EVT_104715,2026-08-04 09:53:09,USR_1035,user_1035,192.168.1.230,Desktop,Windows,Edge,Singapore,Singapore,SSO,Success,,Active,9,No,F3417AA6-8515-4E1D,11,7.0,2,1,0,Low
EVT_104716,2026-08-04 09:54:16,USR_1180,user_1180,10.0.0.148,Desktop,Windows,Safari,New York,USA,Password,Success,,Active,9,No,84973012-249B-460A,9,17.0,4,2,20,Low
EVT_104717,2026-08-04 09:55:13,USR_1125,user_1125,10.0.0.98,Mobile,iOS,Safari,Dubai,UAE,MFA,Success,,Active,9,No,3102EA2C-BD66-47ED,10,3.0,1,3,0,Low
EVT_104718,2026-08-04 09:55:51,USR_1201,user_1201,10.0.0.125,Laptop,macOS,Safari,Berlin,Germany,Biometric,Success,,Active,9,No,6085D2F0-39C7-47C6,11,6.0,2,4,10,Low
EVT_104719,2026-08-04 09:56:53,USR_1169,user_1169,10.0.0.79,Tablet,iOS,Safari,Paris,France,SSO,Success,,Active,9,No,5717A658-389D-4EF5,9,13.0,3,3,0,Low
EVT_104720,2026-08-04 09:56:58,USR_1013,user_1013,203.0.113.115,Mobile,iOS,Chrome,London,UK,MFA,Failed,Incorrect Password,Active,9,No,6143276B-E9CB-453D,9,113.0,125,2,60,High
EVT_104721,2026-08-04 09:58:04,USR_1166,user_1166,10.0.0.132,Desktop,macOS,Firefox,Dubai,UAE,Biometric,Success,,Active,9,No,749B9276-E8B9-4BD0,10,3.0,1,2,0,Low
EVT_104722,2026-08-04 09:59:02,USR_1234,user_1234,192.168.1.230,Tablet,Android,Safari,Berlin,Germany,Password,Success,,Active,9,No,D5756B06-A7B6-4CB3,12,7.0,2,2,15,Low
EVT_104723,2026-08-04 09:59:20,USR_1065,user_1065,10.0.0.59,Laptop,macOS,Edge,London,UK,Biometric,Success,,Active,9,No,471820C2-BE0A-42EE,11,18.0,3,4,30,Medium
EVT_104724,2026-08-04 09:59:47,USR_1010,user_1010,192.168.1.107,Mobile,iOS,Edge,London,UK,Password,Success,,Active,9,No,4DB8ED92-F43D-4ADA,10,14.0,4,3,0,Low
EVT_104725,2026-08-04 10:00:57,USR_1110,user_1110,45.23.22.73,Tablet,iOS,Safari,Tokyo,Japan,Password,Failed,MFA Failed,Active,10,No,A952BAED-9A0A-44D7,10,1.0,1,3,30,Medium
EVT_104726,2026-08-04 10:02:22,USR_1147,user_1147,192.168.1.136,Laptop,Linux,Firefox,Toronto,Canada,Password,Success,,Active,10,No,FBD63B2C-6136-4C88,8,3.0,1,1,0,Low
EVT_104727,2026-08-04 10:03:19,USR_1095,user_1095,192.168.1.77,Desktop,Windows,Edge,Tokyo,Japan,Biometric,Success,,Active,10,No,E3E3CB02-6276-4CDE,4,10.0,4,1,0,Low
